order_id,delivery_partner_id,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed
2177917034,75636,08-02-2024 20:16,08-02-2024 20:25,9,0.73,Slightly Delayed,Traffic
4254814926,1761,21-04-2024 06:34,21-04-2024 06:33,-1,1.74,On Time,
6074172790,3481,26-07-2023 02:26,26-07-2023 02:30,4,2.48,On Time,Traffic
3381573131,50582,16-07-2024 00:47,16-07-2024 00:42,-5,4.91,On Time,
3773745777,97135,02-05-2024 14:58,02-05-2024 14:58,0,3.31,On Time,
9251939156,57095,30-12-2023 12:51,30-12-2023 12:58,7,2.35,Slightly Delayed,Traffic
3872982303,60234,03-02-2024 01:24,03-02-2024 01:25,1,2.6,On Time,Traffic
2625987757,51273,01-08-2023 07:54,01-08-2023 07:56,2,4.7,On Time,Traffic
3162249401,47552,03-05-2024 13:31,03-05-2024 13:31,0,1.72,On Time,
3108986741,60867,17-10-2023 19:43,17-10-2023 19:44,1,2.09,On Time,Traffic
1851474741,12879,01-11-2023 13:42,01-11-2023 13:51,9,4.09,Slightly Delayed,Traffic
2425099132,44245,15-08-2023 01:30,15-08-2023 01:34,4,1.07,On Time,Traffic
6706793332,76503,09-10-2024 22:04,09-10-2024 22:16,12,2.99,Slightly Delayed,Traffic
2149289255,44245,01-11-2024 15:20,01-11-2024 15:39,19,2.56,Significantly Delayed,Traffic
1971008155,44245,23-10-2023 22:43,23-10-2023 22:39,-4,0.86,On Time,
2087093460,44245,11-07-2024 11:42,11-07-2024 11:41,-1,0.77,On Time,
2116712588,44245,11-11-2023 20:48,11-11-2023 20:51,3,4.26,On Time,Traffic
6054358790,44245,26-01-2024 10:31,26-01-2024 10:26,-5,3.96,On Time,
532660797,97547,20-05-2024 06:37,20-05-2024 06:51,14,4.9,Slightly Delayed,Traffic
1491991005,85285,04-03-2024 09:01,04-03-2024 09:01,0,0.89,On Time,
4136019599,34667,23-03-2024 18:52,23-03-2024 18:55,3,4.58,On Time,Traffic
2122832513,39396,17-02-2024 19:58,17-02-2024 20:18,20,3.97,Significantly Delayed,Traffic
3717703595,8041,24-04-2023 21:52,24-04-2023 21:51,-1,2.48,On Time,
3194733693,16623,05-07-2023 10:30,05-07-2023 10:37,7,1.74,Slightly Delayed,Traffic
4471162437,54708,06-02-2024 12:52,06-02-2024 12:52,0,3.78,On Time,
1609331948,58721,04-01-2024 14:19,04-01-2024 14:19,0,1.56,On Time,
6920030794,38745,24-06-2024 02:51,24-06-2024 02:49,-2,3.47,On Time,
5127172657,80034,11-06-2024 18:30,11-06-2024 18:50,20,4.41,Significantly Delayed,Traffic
8607115856,85718,09-10-2023 04:52,09-10-2023 04:49,-3,2.33,On Time,
7154957395,63099,09-04-2023 10:21,09-04-2023 10:21,0,2.28,On Time,
2070762702,64950,04-10-2023 10:37,04-10-2023 10:52,15,3.61,Slightly Delayed,Traffic
3697242439,67408,15-10-2024 12:47,15-10-2024 12:46,-1,4.71,On Time,
3063427913,24100,21-09-2023 02:34,21-09-2023 02:37,3,4.76,On Time,Traffic
2060061337,50748,15-04-2023 23:10,15-04-2023 23:22,12,3.08,Slightly Delayed,Traffic
4625892678,40337,18-06-2023 19:35,18-06-2023 19:39,4,2.74,On Time,Traffic
6045698170,16848,24-01-2024 17:14,24-01-2024 17:19,5,3.86,On Time,Traffic
7876289647,28786,07-08-2024 08:06,07-08-2024 08:18,12,2.54,Slightly Delayed,Traffic
3434084714,58201,02-02-2024 03:06,02-02-2024 03:04,-2,3.51,On Time,
9031695663,43200,17-01-2024 01:35,17-01-2024 01:41,6,3.71,Slightly Delayed,Traffic
1955989715,8135,27-12-2023 07:06,27-12-2023 07:08,2,4.81,On Time,Traffic
3459500455,20504,18-12-2023 00:52,18-12-2023 00:54,2,2.66,On Time,Traffic
5953376503,34929,25-05-2024 04:08,25-05-2024 04:24,16,0.56,Significantly Delayed,Traffic
121874867,69733,28-03-2023 01:10,28-03-2023 01:05,-5,3.08,On Time,
2460545397,50527,27-10-2024 11:38,27-10-2024 11:49,11,2.53,Slightly Delayed,Traffic
9690050839,76868,13-01-2024 02:44,13-01-2024 02:49,5,3.82,On Time,Traffic
2574349065,76868,17-04-2024 14:43,17-04-2024 14:44,1,1.72,On Time,Traffic
2461936988,76868,20-07-2023 23:29,20-07-2023 23:48,19,4.4,Significantly Delayed,Traffic
6447596416,76868,08-10-2023 18:30,08-10-2023 18:26,-4,4.27,On Time,
7228452275,76868,13-05-2023 01:25,13-05-2023 01:25,0,4.62,On Time,
6696750742,76868,02-04-2023 17:54,02-04-2023 17:54,0,4.39,On Time,
822235931,76868,09-08-2023 07:27,09-08-2023 07:42,15,1.42,Slightly Delayed,Traffic
7678251499,76868,23-04-2023 13:37,23-04-2023 13:42,5,1.85,On Time,Traffic
2497341976,76868,21-09-2023 09:19,21-09-2023 09:20,1,1.33,On Time,Traffic
9107314128,21125,20-05-2024 16:37,20-05-2024 16:36,-1,2.2,On Time,
9855726256,59743,17-05-2023 08:05,17-05-2023 08:03,-2,0.96,On Time,
9398719862,4852,19-07-2024 09:40,19-07-2024 09:44,4,0.85,On Time,Traffic
379494532,99227,07-07-2024 13:42,07-07-2024 13:44,2,3.39,On Time,Traffic
1048784963,35552,07-09-2023 13:35,07-09-2023 13:30,-5,2.18,On Time,
4386246924,35552,27-08-2024 10:26,27-08-2024 10:52,26,3.44,Significantly Delayed,Traffic
2050362692,35552,30-10-2024 11:36,30-10-2024 11:39,3,3.48,On Time,Traffic
4142963293,35552,03-11-2024 04:04,03-11-2024 04:07,3,1.26,On Time,Traffic
9753528654,35552,26-07-2024 07:35,26-07-2024 07:33,-2,1.84,On Time,
8126970833,35552,14-09-2024 20:41,14-09-2024 21:07,26,1.13,Significantly Delayed,Traffic
9747814712,35552,16-12-2023 15:52,16-12-2023 15:55,3,1.23,On Time,Traffic
6281619403,35552,09-04-2023 19:15,09-04-2023 19:10,-5,4.51,On Time,
436184281,35552,20-11-2023 12:55,20-11-2023 13:22,27,0.74,Significantly Delayed,Traffic
9799231260,35552,07-03-2024 09:17,07-03-2024 09:21,4,0.9,On Time,Traffic
4071811527,35552,26-07-2023 15:51,26-07-2023 16:00,9,2.39,Slightly Delayed,Traffic
5645359563,45180,08-08-2024 23:45,08-08-2024 23:40,-5,4.78,On Time,
9411813703,32773,25-09-2023 23:11,25-09-2023 23:16,5,0.65,On Time,Traffic
4270217473,4904,01-02-2024 09:02,01-02-2024 09:02,0,1.23,On Time,
279851011,73623,11-04-2023 09:58,11-04-2023 09:57,-1,4.34,On Time,
6260524887,22883,01-06-2024 07:00,01-06-2024 06:56,-4,3.76,On Time,
5853998391,23606,08-09-2023 02:58,08-09-2023 02:55,-3,4.67,On Time,
9931976872,97297,24-06-2024 05:32,24-06-2024 05:28,-4,3.03,On Time,
8432209832,18907,20-03-2024 03:42,20-03-2024 03:54,12,4.17,Slightly Delayed,Traffic
6023721507,72197,07-04-2024 00:36,07-04-2024 00:35,-1,2.05,On Time,
3042338919,70995,17-05-2023 15:05,17-05-2023 15:02,-3,1.33,On Time,
233646065,56968,19-09-2023 22:43,19-09-2023 22:48,5,4.89,On Time,Traffic
9870610018,44706,08-02-2024 05:36,08-02-2024 05:35,-1,0.86,On Time,
1398230967,92744,22-04-2024 10:13,22-04-2024 10:09,-4,4.81,On Time,
8615488922,1328,04-11-2023 00:21,04-11-2023 00:42,21,3.94,Significantly Delayed,Traffic
2748841057,11008,30-12-2023 05:19,30-12-2023 05:43,24,0.84,Significantly Delayed,Traffic
1375867721,21511,15-07-2024 17:08,15-07-2024 17:05,-3,4.45,On Time,
8595141097,19332,31-03-2024 10:36,31-03-2024 10:39,3,4.33,On Time,Traffic
4673382071,97477,16-01-2024 13:40,16-01-2024 13:49,9,4.9,Slightly Delayed,Traffic
2948696008,89164,10-04-2024 10:22,10-04-2024 10:19,-3,2.28,On Time,
6839692624,44627,19-11-2023 02:10,19-11-2023 02:35,25,1.17,Significantly Delayed,Traffic
5770951298,4946,02-10-2023 18:23,02-10-2023 18:21,-2,0.95,On Time,
5084771819,66403,29-08-2024 22:05,29-08-2024 22:18,13,1.37,Slightly Delayed,Traffic
422403644,23782,27-05-2023 23:46,27-05-2023 23:54,8,0.56,Slightly Delayed,Traffic
7176758896,75492,13-07-2023 13:00,13-07-2023 13:01,1,2.94,On Time,Traffic
8252905093,75492,21-04-2024 23:29,21-04-2024 23:30,1,3.25,On Time,Traffic
1488561572,75492,27-08-2024 08:32,27-08-2024 08:31,-1,2.51,On Time,
6212984517,75492,16-03-2024 22:05,16-03-2024 22:03,-2,1.27,On Time,
6309784337,75492,06-05-2024 17:53,06-05-2024 17:53,0,4.05,On Time,
4613890018,75492,24-10-2023 13:00,24-10-2023 13:00,0,3.82,On Time,
3429728472,75492,31-03-2023 08:48,31-03-2023 08:57,9,1.25,Slightly Delayed,Traffic
267738904,75492,24-10-2023 23:24,24-10-2023 23:38,14,4.28,Slightly Delayed,Traffic
3850416839,75492,01-07-2024 02:23,01-07-2024 02:36,13,1.32,Slightly Delayed,Traffic
3412702479,75492,24-12-2023 07:46,24-12-2023 07:51,5,1.11,On Time,Traffic
2016183232,75492,19-07-2023 04:35,19-07-2023 04:46,11,1.63,Slightly Delayed,Traffic
3810280204,70290,26-10-2023 18:06,26-10-2023 18:10,4,0.75,On Time,Traffic
2416767295,28144,05-07-2024 03:50,05-07-2024 03:59,9,1.13,Slightly Delayed,Traffic
2283439407,58922,14-07-2023 02:28,14-07-2023 02:32,4,0.57,On Time,Traffic
4328802292,66985,14-06-2023 19:57,14-06-2023 20:15,18,3.65,Significantly Delayed,Traffic
7072715691,82046,25-12-2023 19:28,25-12-2023 19:29,1,3.65,On Time,Traffic
5640741373,20090,10-05-2024 06:57,10-05-2024 06:57,0,4.34,On Time,
6931094066,66225,15-11-2023 22:18,15-11-2023 22:14,-4,3.82,On Time,
3417088709,63738,30-05-2024 17:37,30-05-2024 17:58,21,1.29,Significantly Delayed,Traffic
4424404315,8506,16-07-2023 07:36,16-07-2023 07:40,4,2.43,On Time,Traffic
2444087306,75692,28-07-2023 08:35,28-07-2023 08:37,2,4.67,On Time,Traffic
486085268,90390,11-12-2023 19:51,11-12-2023 19:56,5,0.53,On Time,Traffic
1731312620,75316,08-05-2023 20:42,08-05-2023 20:41,-1,2.13,On Time,
6475582506,52304,23-09-2023 05:01,23-09-2023 05:05,4,2.09,On Time,Traffic
1868581378,38861,29-03-2024 18:43,29-03-2024 18:47,4,3.94,On Time,Traffic
8884235937,81977,09-08-2024 12:01,09-08-2024 12:09,8,4.57,Slightly Delayed,Traffic
4590662628,18200,10-01-2024 12:02,10-01-2024 12:17,15,2.1,Slightly Delayed,Traffic
992302540,12863,26-11-2023 21:51,26-11-2023 21:54,3,3.48,On Time,Traffic
7169974633,69861,16-10-2024 16:22,16-10-2024 16:21,-1,2.57,On Time,
6703651257,4285,17-01-2024 01:43,17-01-2024 01:46,3,2.43,On Time,Traffic
7180810221,59848,10-09-2023 16:58,10-09-2023 17:07,9,0.51,Slightly Delayed,Traffic
7875587578,40025,15-07-2024 08:59,15-07-2024 09:09,10,3.53,Slightly Delayed,Traffic
2578671497,64618,25-01-2024 00:16,25-01-2024 00:21,5,0.79,On Time,Traffic
6284350691,9053,20-06-2024 01:13,20-06-2024 01:13,0,4.5,On Time,
5383261788,94840,18-10-2023 21:34,18-10-2023 21:30,-4,2.11,On Time,
6590867973,23582,20-11-2023 08:55,20-11-2023 08:54,-1,0.73,On Time,
8787105023,54795,07-05-2024 23:09,07-05-2024 23:12,3,3.68,On Time,Traffic
1402916311,57649,23-04-2024 13:05,23-04-2024 13:09,4,2.72,On Time,Traffic
9715205272,21783,21-10-2024 22:09,21-10-2024 22:11,2,4.93,On Time,Traffic
3946852375,92389,04-07-2024 12:45,04-07-2024 12:45,0,4.04,On Time,
3367039425,72408,10-03-2024 03:58,10-03-2024 04:00,2,1.38,On Time,Traffic
687711388,44884,02-02-2024 10:28,02-02-2024 10:40,12,1.67,Slightly Delayed,Traffic
647012431,94183,16-06-2024 13:27,16-06-2024 13:45,18,0.92,Significantly Delayed,Traffic
7143278295,94183,13-02-2024 15:39,13-02-2024 15:35,-4,1.65,On Time,
9736844695,94183,09-04-2024 20:18,09-04-2024 20:13,-5,1.4,On Time,
5933289680,94183,07-12-2023 04:49,07-12-2023 05:09,20,2.24,Significantly Delayed,Traffic
9494303116,94183,21-07-2024 11:04,21-07-2024 11:09,5,3.87,On Time,Traffic
9337878102,94183,16-05-2023 04:09,16-05-2023 04:05,-4,0.63,On Time,
6872621077,94183,14-09-2023 18:29,14-09-2023 18:24,-5,3.42,On Time,
7330237253,94183,07-12-2023 12:38,07-12-2023 12:37,-1,3.63,On Time,
7942616242,94183,30-09-2023 08:27,30-09-2023 08:52,25,4.96,Significantly Delayed,Traffic
238520071,94183,20-02-2024 05:44,20-02-2024 05:47,3,1.92,On Time,Traffic
5812379362,94183,05-08-2023 11:05,05-08-2023 11:01,-4,4.52,On Time,
2616623847,94183,19-01-2024 19:22,19-01-2024 19:37,15,4.33,Slightly Delayed,Traffic
2040854480,94183,10-12-2023 00:22,10-12-2023 00:47,25,2.48,Significantly Delayed,Traffic
5456484560,94183,26-09-2024 02:10,26-09-2024 02:35,25,3.76,Significantly Delayed,Traffic
883309006,94183,09-04-2024 08:22,09-04-2024 08:30,8,3.46,Slightly Delayed,Traffic
6528341992,94183,29-01-2024 03:43,29-01-2024 03:54,11,2.7,Slightly Delayed,Traffic
3263203775,94183,28-09-2024 15:37,28-09-2024 15:36,-1,3.36,On Time,
3660010934,94183,31-01-2024 15:44,31-01-2024 15:49,5,2.74,On Time,Traffic
7944885043,94183,26-05-2024 08:31,26-05-2024 08:29,-2,2.23,On Time,
2506369831,94183,16-06-2023 13:22,16-06-2023 13:35,13,4.07,Slightly Delayed,Traffic
697061213,94183,25-03-2023 09:52,25-03-2023 09:55,3,1.48,On Time,Traffic
7079057004,94183,30-09-2023 09:10,30-09-2023 09:32,22,3.58,Significantly Delayed,Traffic
1556153632,94183,04-05-2024 08:54,04-05-2024 09:03,9,0.75,Slightly Delayed,Traffic
2161235338,94183,12-04-2024 15:12,12-04-2024 15:21,9,4.68,Slightly Delayed,Traffic
1247978468,94183,19-07-2024 02:13,19-07-2024 02:12,-1,1.56,On Time,
5437627061,94183,22-08-2024 02:15,22-08-2024 02:16,1,4.76,On Time,Traffic
9091960039,94183,11-02-2024 10:04,11-02-2024 10:04,0,2.76,On Time,
619198317,94183,20-11-2023 17:16,20-11-2023 17:11,-5,4.77,On Time,
9833179291,94183,04-05-2023 18:52,04-05-2023 18:48,-4,0.59,On Time,
4148760273,94183,22-05-2024 01:55,22-05-2024 01:58,3,4.35,On Time,Traffic
7206041763,94183,30-05-2023 19:35,30-05-2023 19:37,2,2.69,On Time,Traffic
690097648,94183,27-12-2023 20:30,27-12-2023 20:40,10,1.87,Slightly Delayed,Traffic
4197061567,94183,04-02-2024 03:31,04-02-2024 03:33,2,0.66,On Time,Traffic
2009394836,94183,24-10-2023 22:25,24-10-2023 22:23,-2,3.18,On Time,
277502363,94183,28-12-2023 14:04,28-12-2023 14:09,5,4.14,On Time,Traffic
4356959622,94183,16-01-2024 07:56,16-01-2024 07:51,-5,3.45,On Time,
174306009,94183,09-08-2024 00:35,09-08-2024 01:02,27,1.41,Significantly Delayed,Traffic
9582674091,94183,16-08-2024 11:39,16-08-2024 12:01,22,3.55,Significantly Delayed,Traffic
8675579025,94183,06-07-2024 12:15,06-07-2024 12:17,2,3.41,On Time,Traffic
5195999941,94183,19-07-2024 19:07,19-07-2024 19:21,14,2.34,Slightly Delayed,Traffic
5210007923,94183,01-10-2024 05:24,01-10-2024 05:25,1,2.16,On Time,Traffic
6595771960,94183,05-04-2023 03:36,05-04-2023 03:40,4,1.75,On Time,Traffic
4247338382,94183,05-12-2023 02:11,05-12-2023 02:40,29,4.26,Significantly Delayed,Traffic
819143326,94183,10-01-2024 19:34,10-01-2024 19:39,5,4.37,On Time,Traffic
3830844750,94183,06-08-2023 16:07,06-08-2023 16:04,-3,4.35,On Time,
1687314172,94183,13-03-2024 19:00,13-03-2024 19:03,3,3.7,On Time,Traffic
6756007265,94183,27-07-2023 18:37,27-07-2023 18:42,5,4.05,On Time,Traffic
489762747,94183,27-09-2024 16:52,27-09-2024 17:18,26,3.26,Significantly Delayed,Traffic
7509195875,94183,26-11-2023 20:11,26-11-2023 20:14,3,4.89,On Time,Traffic
2370917070,94183,25-07-2023 06:11,25-07-2023 06:16,5,2.92,On Time,Traffic
2055388266,94183,23-06-2023 06:41,23-06-2023 06:49,8,1.43,Slightly Delayed,Traffic
8969304162,94183,12-10-2023 15:03,12-10-2023 15:02,-1,1.66,On Time,
5412674107,94183,06-10-2024 22:00,06-10-2024 22:02,2,1.75,On Time,Traffic
1536516619,94183,25-11-2023 08:10,25-11-2023 08:15,5,2.48,On Time,Traffic
3858907413,94183,27-07-2023 18:45,27-07-2023 18:45,0,4.53,On Time,
4976389251,94183,05-09-2023 10:13,05-09-2023 10:08,-5,1.42,On Time,
2218319201,94183,01-11-2024 03:12,01-11-2024 03:11,-1,3.58,On Time,
6729422433,94183,19-07-2023 13:55,19-07-2023 14:01,6,2.81,Slightly Delayed,Traffic
1354097448,94183,21-06-2023 17:53,21-06-2023 17:55,2,1.71,On Time,Traffic
8952275304,94183,31-08-2024 08:22,31-08-2024 08:22,0,1.27,On Time,
436603801,94183,28-12-2023 10:14,28-12-2023 10:11,-3,3.24,On Time,
5273875984,94183,31-05-2023 03:45,31-05-2023 03:59,14,0.98,Slightly Delayed,Traffic
9290203003,94183,01-04-2024 12:31,01-04-2024 12:36,5,1.9,On Time,Traffic
6240982373,94183,26-04-2023 03:27,26-04-2023 03:24,-3,0.97,On Time,
2718348206,94183,08-11-2023 10:37,08-11-2023 10:33,-4,2.16,On Time,
4903544026,94183,11-05-2024 04:45,11-05-2024 04:50,5,4.24,On Time,Traffic
2827266949,94183,17-09-2024 08:10,17-09-2024 08:18,8,0.86,Slightly Delayed,Traffic
4278423074,94183,17-12-2023 05:02,17-12-2023 05:05,3,1.71,On Time,Traffic
645916247,94183,10-10-2023 03:03,10-10-2023 03:32,29,3.22,Significantly Delayed,Traffic
5816647866,94183,26-09-2024 05:23,26-09-2024 05:40,17,1.15,Significantly Delayed,Traffic
7282397914,94183,14-07-2024 01:35,14-07-2024 01:40,5,2.19,On Time,Traffic
3260611473,94183,06-02-2024 13:54,06-02-2024 14:12,18,2.73,Significantly Delayed,Traffic
8638163868,94183,07-06-2023 03:41,07-06-2023 03:46,5,1.66,On Time,Traffic
177850987,94183,07-11-2023 14:25,07-11-2023 14:22,-3,2.9,On Time,
9653859166,94183,16-03-2023 19:36,16-03-2023 19:50,14,0.95,Slightly Delayed,Traffic
9991338690,50037,29-07-2024 11:45,29-07-2024 11:46,1,2.15,On Time,Traffic
1714593246,11180,20-10-2024 10:02,20-10-2024 10:04,2,1.89,On Time,Traffic
9742461226,16877,01-01-2024 00:43,01-01-2024 00:40,-3,1.16,On Time,
3314393477,37197,26-10-2024 13:49,26-10-2024 13:52,3,4.51,On Time,Traffic
4188317986,48031,20-03-2023 01:56,20-03-2023 02:06,10,2.74,Slightly Delayed,Traffic
1646665366,59753,26-07-2024 19:01,26-07-2024 19:13,12,3.22,Slightly Delayed,Traffic
9558804585,32740,15-03-2024 12:09,15-03-2024 12:15,6,1.81,Slightly Delayed,Traffic
9047652469,27774,05-08-2024 03:28,05-08-2024 03:23,-5,3.21,On Time,
2893800377,54327,22-03-2024 11:57,22-03-2024 11:53,-4,4.56,On Time,
6139157985,23927,03-02-2024 13:51,03-02-2024 14:13,22,1.17,Significantly Delayed,Traffic
6029394789,28593,30-04-2023 06:23,30-04-2023 06:32,9,2.43,Slightly Delayed,Traffic
5874940276,22218,11-04-2024 06:45,11-04-2024 06:40,-5,1.62,On Time,
5205211911,38835,27-09-2024 18:52,27-09-2024 19:06,14,0.86,Slightly Delayed,Traffic
5314758068,68342,03-02-2024 00:36,03-02-2024 00:46,10,2.53,Slightly Delayed,Traffic
484869710,41598,09-09-2023 12:05,09-09-2023 12:08,3,4.8,On Time,Traffic
9957728938,64839,05-08-2024 21:43,05-08-2024 21:59,16,4.11,Significantly Delayed,Traffic
3136056666,60976,29-04-2024 03:40,29-04-2024 03:52,12,2.35,Slightly Delayed,Traffic
4926104391,13060,24-10-2023 08:02,24-10-2023 08:16,14,3.91,Slightly Delayed,Traffic
1827844756,78517,07-04-2023 11:43,07-04-2023 11:46,3,1.67,On Time,Traffic
7032037874,59618,13-06-2024 19:17,13-06-2024 19:17,0,2.75,On Time,
3779230503,52785,11-07-2023 05:30,11-07-2023 05:29,-1,2.32,On Time,
3473012553,99684,16-02-2024 21:48,16-02-2024 22:14,26,3.48,Significantly Delayed,Traffic
7988504487,99684,14-05-2024 11:42,14-05-2024 11:41,-1,1.73,On Time,
7193792738,99684,05-06-2024 15:49,05-06-2024 15:53,4,2.36,On Time,Traffic
1533583386,99684,28-08-2023 20:27,28-08-2023 20:24,-3,4.03,On Time,
7750989397,99684,07-01-2024 01:20,07-01-2024 01:24,4,2.23,On Time,Traffic
4434816229,99684,14-09-2023 07:10,14-09-2023 07:05,-5,4.05,On Time,
6896732047,99684,18-04-2024 18:08,18-04-2024 18:06,-2,4.18,On Time,
4740837071,99684,01-11-2023 15:42,01-11-2023 15:47,5,4.31,On Time,Traffic
6649631729,99684,30-09-2024 09:39,30-09-2024 09:38,-1,0.86,On Time,
5351526726,99684,28-03-2023 19:08,28-03-2023 19:04,-4,2.79,On Time,
1506082041,99684,04-05-2023 08:00,04-05-2023 07:57,-3,1.04,On Time,
1023260165,99684,16-02-2024 19:23,16-02-2024 19:23,0,3.36,On Time,
8257032403,71946,18-09-2024 21:34,18-09-2024 21:37,3,2.03,On Time,Traffic
7216524192,79713,01-09-2024 16:33,01-09-2024 16:30,-3,3.33,On Time,
8619795820,68794,04-09-2024 09:30,04-09-2024 09:51,21,4.22,Significantly Delayed,Traffic
6494708839,36208,18-06-2023 16:18,18-06-2023 16:19,1,4.68,On Time,Traffic
9859249765,19900,13-05-2024 14:10,13-05-2024 14:07,-3,4.49,On Time,
3528020011,32566,12-11-2023 12:01,12-11-2023 12:04,3,2.96,On Time,Traffic
5937934264,41221,11-09-2024 19:35,11-09-2024 19:50,15,1.83,Slightly Delayed,Traffic
2976477423,2591,17-08-2023 07:47,17-08-2023 07:47,0,2.26,On Time,
1002438039,52508,17-02-2024 03:44,17-02-2024 03:43,-1,1.4,On Time,
2571163022,59402,06-02-2024 22:20,06-02-2024 22:34,14,4.14,Slightly Delayed,Traffic
6850221497,43013,21-07-2024 22:52,21-07-2024 22:47,-5,3.02,On Time,
4706569127,74560,27-07-2023 18:51,27-07-2023 18:56,5,4.56,On Time,Traffic
8168261752,18998,22-04-2024 06:30,22-04-2024 06:53,23,2.24,Significantly Delayed,Traffic
5828325906,34564,04-12-2023 11:59,04-12-2023 11:57,-2,4.29,On Time,
5012271549,31783,21-09-2024 10:19,21-09-2024 10:47,28,2.59,Significantly Delayed,Traffic
8110316958,29001,30-01-2024 19:48,30-01-2024 19:45,-3,1.73,On Time,
3190808443,42099,10-01-2024 09:00,10-01-2024 08:56,-4,0.54,On Time,
